ticker,sample,split,timestamp,value,text,news_price_correlation,published_utc,article_url
JNJ,11464,input,2022-03-21 13:30:00,174.66,"Title: Apple and JNJ are two defensive names. Which is better currently? 
 Content: ['Follow Invezz on Telegram, Twitter, and Google News for instant updates >', 'Apple Inc (NASDAQ:AAPL) has been regarded as the most defensive stock in times of high volatility. Whereas the stock looked strong in the wake of global supply chain challenges, cracks are emerging from Covid-19 curbs in China.', '\nAre you looking for fast-news, hot-tips and market analysis?\n\nSign-up for the Invezz newsletter, today.\n\n\n', 'The company has been facing shipment delays amid declining demand for iPhones. The weaknesses have not gone unnoticed, as the stock has been declining since touching a high of $179 at the end of March.', '\n', 'On the other hand, Johnson & Johnson (NYSE:JNJ) had enjoyed a stellar rise since February 24, 2022, when it touched a bottom of $155. The stock is trading at $179 in a short-term retracement after topping $184. The gains in J&J happen even as investors run to healthcare, utilities, and staples in the so-called defensive sectors.', 'Investors are worried that a tighter economy and geopolitical uncertainty would dwindle returns in other sectors. J&J is benefiting from the shift in investor attention.', '\n\n', 'Technically, Apple stock broke below the $169 support. Investors should expect the stock to continue declining as the supply chain woes continue. The stock could settle at $157.', 'Different from Apple, J&J is on an uptrend. The stock is retreating after hitting a high of above $184. The company reports Q1 2022 earnings on April 19. A robust earnings report could see the stock maintain the uptrend after settling at the $179 support.', 'Apple and J&J are strong stocks in the wake of market uncertainty. However, Apple is facing supply chain issues, and investors should wait to buy the stock at $157. J&J is currently robust as investors turn to defensive names.', 'Investors should consider buying at the $179 support if the Q1 2022 results come strong. The stock could also settle at $174, offering better buying opportunities.', 'Copy expert traders easily with eToro. Invest in stocks like Tesla & Apple. Instantly trade ETFs like FTSE 100 & S&P 500. Sign-up in minutes. ', '77% of retail CFD accounts lose money.', 'How to protect your crypto from hacks, bull market trend confirmed', 'How to protect your crypto from hacks, bull market trend confirmed', 'Use Invezz APP', 'Get a better user experience', 'Allow notifications?', 'Allow us to send you updates', 'You must agree to the privacy policy.']",Strong Positive Correlation,2022-04-18T18:34:26Z,https://invezz.com/news/2022/04/18/apple-and-jj-are-two-defensive-names-which-is-better-currently/
JNJ,11464,input,2022-03-21 14:30:00,176.68,"Title: Apple and JNJ are two defensive names. Which is better currently? 
 Content: ['Follow Invezz on Telegram, Twitter, and Google News for instant updates >', 'Apple Inc (NASDAQ:AAPL) has been regarded as the most defensive stock in times of high volatility. Whereas the stock looked strong in the wake of global supply chain challenges, cracks are emerging from Covid-19 curbs in China.', '\nAre you looking for fast-news, hot-tips and market analysis?\n\nSign-up for the Invezz newsletter, today.\n\n\n', 'The company has been facing shipment delays amid declining demand for iPhones. The weaknesses have not gone unnoticed, as the stock has been declining since touching a high of $179 at the end of March.', '\n', 'On the other hand, Johnson & Johnson (NYSE:JNJ) had enjoyed a stellar rise since February 24, 2022, when it touched a bottom of $155. The stock is trading at $179 in a short-term retracement after topping $184. The gains in J&J happen even as investors run to healthcare, utilities, and staples in the so-called defensive sectors.', 'Investors are worried that a tighter economy and geopolitical uncertainty would dwindle returns in other sectors. J&J is benefiting from the shift in investor attention.', '\n\n', 'Technically, Apple stock broke below the $169 support. Investors should expect the stock to continue declining as the supply chain woes continue. The stock could settle at $157.', 'Different from Apple, J&J is on an uptrend. The stock is retreating after hitting a high of above $184. The company reports Q1 2022 earnings on April 19. A robust earnings report could see the stock maintain the uptrend after settling at the $179 support.', 'Apple and J&J are strong stocks in the wake of market uncertainty. However, Apple is facing supply chain issues, and investors should wait to buy the stock at $157. J&J is currently robust as investors turn to defensive names.', 'Investors should consider buying at the $179 support if the Q1 2022 results come strong. The stock could also settle at $174, offering better buying opportunities.', 'Copy expert traders easily with eToro. Invest in stocks like Tesla & Apple. Instantly trade ETFs like FTSE 100 & S&P 500. Sign-up in minutes. ', '77% of retail CFD accounts lose money.', 'How to protect your crypto from hacks, bull market trend confirmed', 'How to protect your crypto from hacks, bull market trend confirmed', 'Use Invezz APP', 'Get a better user experience', 'Allow notifications?', 'Allow us to send you updates', 'You must agree to the privacy policy.']",Strong Positive Correlation,2022-04-18T18:34:26Z,https://invezz.com/news/2022/04/18/apple-and-jj-are-two-defensive-names-which-is-better-currently/
JNJ,11464,input,2022-03-21 15:30:00,175.43,"Title: Apple and JNJ are two defensive names. Which is better currently? 
 Content: ['Follow Invezz on Telegram, Twitter, and Google News for instant updates >', 'Apple Inc (NASDAQ:AAPL) has been regarded as the most defensive stock in times of high volatility. Whereas the stock looked strong in the wake of global supply chain challenges, cracks are emerging from Covid-19 curbs in China.', '\nAre you looking for fast-news, hot-tips and market analysis?\n\nSign-up for the Invezz newsletter, today.\n\n\n', 'The company has been facing shipment delays amid declining demand for iPhones. The weaknesses have not gone unnoticed, as the stock has been declining since touching a high of $179 at the end of March.', '\n', 'On the other hand, Johnson & Johnson (NYSE:JNJ) had enjoyed a stellar rise since February 24, 2022, when it touched a bottom of $155. The stock is trading at $179 in a short-term retracement after topping $184. The gains in J&J happen even as investors run to healthcare, utilities, and staples in the so-called defensive sectors.', 'Investors are worried that a tighter economy and geopolitical uncertainty would dwindle returns in other sectors. J&J is benefiting from the shift in investor attention.', '\n\n', 'Technically, Apple stock broke below the $169 support. Investors should expect the stock to continue declining as the supply chain woes continue. The stock could settle at $157.', 'Different from Apple, J&J is on an uptrend. The stock is retreating after hitting a high of above $184. The company reports Q1 2022 earnings on April 19. A robust earnings report could see the stock maintain the uptrend after settling at the $179 support.', 'Apple and J&J are strong stocks in the wake of market uncertainty. However, Apple is facing supply chain issues, and investors should wait to buy the stock at $157. J&J is currently robust as investors turn to defensive names.', 'Investors should consider buying at the $179 support if the Q1 2022 results come strong. The stock could also settle at $174, offering better buying opportunities.', 'Copy expert traders easily with eToro. Invest in stocks like Tesla & Apple. Instantly trade ETFs like FTSE 100 & S&P 500. Sign-up in minutes. ', '77% of retail CFD accounts lose money.', 'How to protect your crypto from hacks, bull market trend confirmed', 'How to protect your crypto from hacks, bull market trend confirmed', 'Use Invezz APP', 'Get a better user experience', 'Allow notifications?', 'Allow us to send you updates', 'You must agree to the privacy policy.']",Strong Positive Correlation,2022-04-18T18:34:26Z,https://invezz.com/news/2022/04/18/apple-and-jj-are-two-defensive-names-which-is-better-currently/
JNJ,11464,input,2022-03-21 16:30:00,175.65,"Title: Apple and JNJ are two defensive names. Which is better currently? 
 Content: ['Follow Invezz on Telegram, Twitter, and Google News for instant updates >', 'Apple Inc (NASDAQ:AAPL) has been regarded as the most defensive stock in times of high volatility. Whereas the stock looked strong in the wake of global supply chain challenges, cracks are emerging from Covid-19 curbs in China.', '\nAre you looking for fast-news, hot-tips and market analysis?\n\nSign-up for the Invezz newsletter, today.\n\n\n', 'The company has been facing shipment delays amid declining demand for iPhones. The weaknesses have not gone unnoticed, as the stock has been declining since touching a high of $179 at the end of March.', '\n', 'On the other hand, Johnson & Johnson (NYSE:JNJ) had enjoyed a stellar rise since February 24, 2022, when it touched a bottom of $155. The stock is trading at $179 in a short-term retracement after topping $184. The gains in J&J happen even as investors run to healthcare, utilities, and staples in the so-called defensive sectors.', 'Investors are worried that a tighter economy and geopolitical uncertainty would dwindle returns in other sectors. J&J is benefiting from the shift in investor attention.', '\n\n', 'Technically, Apple stock broke below the $169 support. Investors should expect the stock to continue declining as the supply chain woes continue. The stock could settle at $157.', 'Different from Apple, J&J is on an uptrend. The stock is retreating after hitting a high of above $184. The company reports Q1 2022 earnings on April 19. A robust earnings report could see the stock maintain the uptrend after settling at the $179 support.', 'Apple and J&J are strong stocks in the wake of market uncertainty. However, Apple is facing supply chain issues, and investors should wait to buy the stock at $157. J&J is currently robust as investors turn to defensive names.', 'Investors should consider buying at the $179 support if the Q1 2022 results come strong. The stock could also settle at $174, offering better buying opportunities.', 'Copy expert traders easily with eToro. Invest in stocks like Tesla & Apple. Instantly trade ETFs like FTSE 100 & S&P 500. Sign-up in minutes. ', '77% of retail CFD accounts lose money.', 'How to protect your crypto from hacks, bull market trend confirmed', 'How to protect your crypto from hacks, bull market trend confirmed', 'Use Invezz APP', 'Get a better user experience', 'Allow notifications?', 'Allow us to send you updates', 'You must agree to the privacy policy.']",Strong Positive Correlation,2022-04-18T18:34:26Z,https://invezz.com/news/2022/04/18/apple-and-jj-are-two-defensive-names-which-is-better-currently/
JNJ,11464,input,2022-03-21 17:30:00,175.48,"Title: Apple and JNJ are two defensive names. Which is better currently? 
 Content: ['Follow Invezz on Telegram, Twitter, and Google News for instant updates >', 'Apple Inc (NASDAQ:AAPL) has been regarded as the most defensive stock in times of high volatility. Whereas the stock looked strong in the wake of global supply chain challenges, cracks are emerging from Covid-19 curbs in China.', '\nAre you looking for fast-news, hot-tips and market analysis?\n\nSign-up for the Invezz newsletter, today.\n\n\n', 'The company has been facing shipment delays amid declining demand for iPhones. The weaknesses have not gone unnoticed, as the stock has been declining since touching a high of $179 at the end of March.', '\n', 'On the other hand, Johnson & Johnson (NYSE:JNJ) had enjoyed a stellar rise since February 24, 2022, when it touched a bottom of $155. The stock is trading at $179 in a short-term retracement after topping $184. The gains in J&J happen even as investors run to healthcare, utilities, and staples in the so-called defensive sectors.', 'Investors are worried that a tighter economy and geopolitical uncertainty would dwindle returns in other sectors. J&J is benefiting from the shift in investor attention.', '\n\n', 'Technically, Apple stock broke below the $169 support. Investors should expect the stock to continue declining as the supply chain woes continue. The stock could settle at $157.', 'Different from Apple, J&J is on an uptrend. The stock is retreating after hitting a high of above $184. The company reports Q1 2022 earnings on April 19. A robust earnings report could see the stock maintain the uptrend after settling at the $179 support.', 'Apple and J&J are strong stocks in the wake of market uncertainty. However, Apple is facing supply chain issues, and investors should wait to buy the stock at $157. J&J is currently robust as investors turn to defensive names.', 'Investors should consider buying at the $179 support if the Q1 2022 results come strong. The stock could also settle at $174, offering better buying opportunities.', 'Copy expert traders easily with eToro. Invest in stocks like Tesla & Apple. Instantly trade ETFs like FTSE 100 & S&P 500. Sign-up in minutes. ', '77% of retail CFD accounts lose money.', 'How to protect your crypto from hacks, bull market trend confirmed', 'How to protect your crypto from hacks, bull market trend confirmed', 'Use Invezz APP', 'Get a better user experience', 'Allow notifications?', 'Allow us to send you updates', 'You must agree to the privacy policy.']",Strong Positive Correlation,2022-04-18T18:34:26Z,https://invezz.com/news/2022/04/18/apple-and-jj-are-two-defensive-names-which-is-better-currently/
JNJ,11464,input,2022-03-21 18:30:00,175.5416,"Title: Apple and JNJ are two defensive names. Which is better currently? 
 Content: ['Follow Invezz on Telegram, Twitter, and Google News for instant updates >', 'Apple Inc (NASDAQ:AAPL) has been regarded as the most defensive stock in times of high volatility. Whereas the stock looked strong in the wake of global supply chain challenges, cracks are emerging from Covid-19 curbs in China.', '\nAre you looking for fast-news, hot-tips and market analysis?\n\nSign-up for the Invezz newsletter, today.\n\n\n', 'The company has been facing shipment delays amid declining demand for iPhones. The weaknesses have not gone unnoticed, as the stock has been declining since touching a high of $179 at the end of March.', '\n', 'On the other hand, Johnson & Johnson (NYSE:JNJ) had enjoyed a stellar rise since February 24, 2022, when it touched a bottom of $155. The stock is trading at $179 in a short-term retracement after topping $184. The gains in J&J happen even as investors run to healthcare, utilities, and staples in the so-called defensive sectors.', 'Investors are worried that a tighter economy and geopolitical uncertainty would dwindle returns in other sectors. J&J is benefiting from the shift in investor attention.', '\n\n', 'Technically, Apple stock broke below the $169 support. Investors should expect the stock to continue declining as the supply chain woes continue. The stock could settle at $157.', 'Different from Apple, J&J is on an uptrend. The stock is retreating after hitting a high of above $184. The company reports Q1 2022 earnings on April 19. A robust earnings report could see the stock maintain the uptrend after settling at the $179 support.', 'Apple and J&J are strong stocks in the wake of market uncertainty. However, Apple is facing supply chain issues, and investors should wait to buy the stock at $157. J&J is currently robust as investors turn to defensive names.', 'Investors should consider buying at the $179 support if the Q1 2022 results come strong. The stock could also settle at $174, offering better buying opportunities.', 'Copy expert traders easily with eToro. Invest in stocks like Tesla & Apple. Instantly trade ETFs like FTSE 100 & S&P 500. Sign-up in minutes. ', '77% of retail CFD accounts lose money.', 'How to protect your crypto from hacks, bull market trend confirmed', 'How to protect your crypto from hacks, bull market trend confirmed', 'Use Invezz APP', 'Get a better user experience', 'Allow notifications?', 'Allow us to send you updates', 'You must agree to the privacy policy.']",Strong Positive Correlation,2022-04-18T18:34:26Z,https://invezz.com/news/2022/04/18/apple-and-jj-are-two-defensive-names-which-is-better-currently/
JNJ,11464,input,2022-03-21 19:30:00,175.99,"Title: Apple and JNJ are two defensive names. Which is better currently? 
 Content: ['Follow Invezz on Telegram, Twitter, and Google News for instant updates >', 'Apple Inc (NASDAQ:AAPL) has been regarded as the most defensive stock in times of high volatility. Whereas the stock looked strong in the wake of global supply chain challenges, cracks are emerging from Covid-19 curbs in China.', '\nAre you looking for fast-news, hot-tips and market analysis?\n\nSign-up for the Invezz newsletter, today.\n\n\n', 'The company has been facing shipment delays amid declining demand for iPhones. The weaknesses have not gone unnoticed, as the stock has been declining since touching a high of $179 at the end of March.', '\n', 'On the other hand, Johnson & Johnson (NYSE:JNJ) had enjoyed a stellar rise since February 24, 2022, when it touched a bottom of $155. The stock is trading at $179 in a short-term retracement after topping $184. The gains in J&J happen even as investors run to healthcare, utilities, and staples in the so-called defensive sectors.', 'Investors are worried that a tighter economy and geopolitical uncertainty would dwindle returns in other sectors. J&J is benefiting from the shift in investor attention.', '\n\n', 'Technically, Apple stock broke below the $169 support. Investors should expect the stock to continue declining as the supply chain woes continue. The stock could settle at $157.', 'Different from Apple, J&J is on an uptrend. The stock is retreating after hitting a high of above $184. The company reports Q1 2022 earnings on April 19. A robust earnings report could see the stock maintain the uptrend after settling at the $179 support.', 'Apple and J&J are strong stocks in the wake of market uncertainty. However, Apple is facing supply chain issues, and investors should wait to buy the stock at $157. J&J is currently robust as investors turn to defensive names.', 'Investors should consider buying at the $179 support if the Q1 2022 results come strong. The stock could also settle at $174, offering better buying opportunities.', 'Copy expert traders easily with eToro. Invest in stocks like Tesla & Apple. Instantly trade ETFs like FTSE 100 & S&P 500. Sign-up in minutes. ', '77% of retail CFD accounts lose money.', 'How to protect your crypto from hacks, bull market trend confirmed', 'How to protect your crypto from hacks, bull market trend confirmed', 'Use Invezz APP', 'Get a better user experience', 'Allow notifications?', 'Allow us to send you updates', 'You must agree to the privacy policy.']",Strong Positive Correlation,2022-04-18T18:34:26Z,https://invezz.com/news/2022/04/18/apple-and-jj-are-two-defensive-names-which-is-better-currently/
JNJ,11464,input,2022-03-22 14:00:00,174.81,"Title: Apple and JNJ are two defensive names. Which is better currently? 
 Content: ['Follow Invezz on Telegram, Twitter, and Google News for instant updates >', 'Apple Inc (NASDAQ:AAPL) has been regarded as the most defensive stock in times of high volatility. Whereas the stock looked strong in the wake of global supply chain challenges, cracks are emerging from Covid-19 curbs in China.', '\nAre you looking for fast-news, hot-tips and market analysis?\n\nSign-up for the Invezz newsletter, today.\n\n\n', 'The company has been facing shipment delays amid declining demand for iPhones. The weaknesses have not gone unnoticed, as the stock has been declining since touching a high of $179 at the end of March.', '\n', 'On the other hand, Johnson & Johnson (NYSE:JNJ) had enjoyed a stellar rise since February 24, 2022, when it touched a bottom of $155. The stock is trading at $179 in a short-term retracement after topping $184. The gains in J&J happen even as investors run to healthcare, utilities, and staples in the so-called defensive sectors.', 'Investors are worried that a tighter economy and geopolitical uncertainty would dwindle returns in other sectors. J&J is benefiting from the shift in investor attention.', '\n\n', 'Technically, Apple stock broke below the $169 support. Investors should expect the stock to continue declining as the supply chain woes continue. The stock could settle at $157.', 'Different from Apple, J&J is on an uptrend. The stock is retreating after hitting a high of above $184. The company reports Q1 2022 earnings on April 19. A robust earnings report could see the stock maintain the uptrend after settling at the $179 support.', 'Apple and J&J are strong stocks in the wake of market uncertainty. However, Apple is facing supply chain issues, and investors should wait to buy the stock at $157. J&J is currently robust as investors turn to defensive names.', 'Investors should consider buying at the $179 support if the Q1 2022 results come strong. The stock could also settle at $174, offering better buying opportunities.', 'Copy expert traders easily with eToro. Invest in stocks like Tesla & Apple. Instantly trade ETFs like FTSE 100 & S&P 500. Sign-up in minutes. ', '77% of retail CFD accounts lose money.', 'How to protect your crypto from hacks, bull market trend confirmed', 'How to protect your crypto from hacks, bull market trend confirmed', 'Use Invezz APP', 'Get a better user experience', 'Allow notifications?', 'Allow us to send you updates', 'You must agree to the privacy policy.']",Strong Positive Correlation,2022-04-18T18:34:26Z,https://invezz.com/news/2022/04/18/apple-and-jj-are-two-defensive-names-which-is-better-currently/
JNJ,11464,input,2022-03-22 15:00:00,174.87,"Title: Apple and JNJ are two defensive names. Which is better currently? 
 Content: ['Follow Invezz on Telegram, Twitter, and Google News for instant updates >', 'Apple Inc (NASDAQ:AAPL) has been regarded as the most defensive stock in times of high volatility. Whereas the stock looked strong in the wake of global supply chain challenges, cracks are emerging from Covid-19 curbs in China.', '\nAre you looking for fast-news, hot-tips and market analysis?\n\nSign-up for the Invezz newsletter, today.\n\n\n', 'The company has been facing shipment delays amid declining demand for iPhones. The weaknesses have not gone unnoticed, as the stock has been declining since touching a high of $179 at the end of March.', '\n', 'On the other hand, Johnson & Johnson (NYSE:JNJ) had enjoyed a stellar rise since February 24, 2022, when it touched a bottom of $155. The stock is trading at $179 in a short-term retracement after topping $184. The gains in J&J happen even as investors run to healthcare, utilities, and staples in the so-called defensive sectors.', 'Investors are worried that a tighter economy and geopolitical uncertainty would dwindle returns in other sectors. J&J is benefiting from the shift in investor attention.', '\n\n', 'Technically, Apple stock broke below the $169 support. Investors should expect the stock to continue declining as the supply chain woes continue. The stock could settle at $157.', 'Different from Apple, J&J is on an uptrend. The stock is retreating after hitting a high of above $184. The company reports Q1 2022 earnings on April 19. A robust earnings report could see the stock maintain the uptrend after settling at the $179 support.', 'Apple and J&J are strong stocks in the wake of market uncertainty. However, Apple is facing supply chain issues, and investors should wait to buy the stock at $157. J&J is currently robust as investors turn to defensive names.', 'Investors should consider buying at the $179 support if the Q1 2022 results come strong. The stock could also settle at $174, offering better buying opportunities.', 'Copy expert traders easily with eToro. Invest in stocks like Tesla & Apple. Instantly trade ETFs like FTSE 100 & S&P 500. Sign-up in minutes. ', '77% of retail CFD accounts lose money.', 'How to protect your crypto from hacks, bull market trend confirmed', 'How to protect your crypto from hacks, bull market trend confirmed', 'Use Invezz APP', 'Get a better user experience', 'Allow notifications?', 'Allow us to send you updates', 'You must agree to the privacy policy.']",Strong Positive Correlation,2022-04-18T18:34:26Z,https://invezz.com/news/2022/04/18/apple-and-jj-are-two-defensive-names-which-is-better-currently/
JNJ,11464,input,2022-03-22 16:00:00,175.0,"Title: Apple and JNJ are two defensive names. Which is better currently? 
 Content: ['Follow Invezz on Telegram, Twitter, and Google News for instant updates >', 'Apple Inc (NASDAQ:AAPL) has been regarded as the most defensive stock in times of high volatility. Whereas the stock looked strong in the wake of global supply chain challenges, cracks are emerging from Covid-19 curbs in China.', '\nAre you looking for fast-news, hot-tips and market analysis?\n\nSign-up for the Invezz newsletter, today.\n\n\n', 'The company has been facing shipment delays amid declining demand for iPhones. The weaknesses have not gone unnoticed, as the stock has been declining since touching a high of $179 at the end of March.', '\n', 'On the other hand, Johnson & Johnson (NYSE:JNJ) had enjoyed a stellar rise since February 24, 2022, when it touched a bottom of $155. The stock is trading at $179 in a short-term retracement after topping $184. The gains in J&J happen even as investors run to healthcare, utilities, and staples in the so-called defensive sectors.', 'Investors are worried that a tighter economy and geopolitical uncertainty would dwindle returns in other sectors. J&J is benefiting from the shift in investor attention.', '\n\n', 'Technically, Apple stock broke below the $169 support. Investors should expect the stock to continue declining as the supply chain woes continue. The stock could settle at $157.', 'Different from Apple, J&J is on an uptrend. The stock is retreating after hitting a high of above $184. The company reports Q1 2022 earnings on April 19. A robust earnings report could see the stock maintain the uptrend after settling at the $179 support.', 'Apple and J&J are strong stocks in the wake of market uncertainty. However, Apple is facing supply chain issues, and investors should wait to buy the stock at $157. J&J is currently robust as investors turn to defensive names.', 'Investors should consider buying at the $179 support if the Q1 2022 results come strong. The stock could also settle at $174, offering better buying opportunities.', 'Copy expert traders easily with eToro. Invest in stocks like Tesla & Apple. Instantly trade ETFs like FTSE 100 & S&P 500. Sign-up in minutes. ', '77% of retail CFD accounts lose money.', 'How to protect your crypto from hacks, bull market trend confirmed', 'How to protect your crypto from hacks, bull market trend confirmed', 'Use Invezz APP', 'Get a better user experience', 'Allow notifications?', 'Allow us to send you updates', 'You must agree to the privacy policy.']",Strong Positive Correlation,2022-04-18T18:34:26Z,https://invezz.com/news/2022/04/18/apple-and-jj-are-two-defensive-names-which-is-better-currently/
